,district,rooms,size,level,max_levels,price,rooms_size,size_level,avarege_level
1160,Шайхантахурский,2,59.0,2,9,51000.0,29.5,29.5,0.2222222222222222
1161,Чиланзарский,6,184.0,9,9,103000.0,30.666666666666668,20.444444444444443,1.0
1162,Чиланзарский,3,68.0,4,4,38000.0,22.666666666666668,17.0,1.0
1163,Чиланзарский,3,96.0,8,9,52500.0,32.0,12.0,0.8888888888888888
1164,Чиланзарский,3,68.0,2,4,47000.0,22.666666666666668,34.0,0.5
1165,Чиланзарский,3,65.0,3,4,44000.0,21.666666666666668,21.666666666666668,0.75
1166,Чиланзарский,3,70.0,5,9,55000.0,23.333333333333332,14.0,0.5555555555555556
1167,Чиланзарский,1,34.0,4,5,27500.0,34.0,8.5,0.8
1168,Чиланзарский,1,34.0,1,4,30500.0,34.0,34.0,0.25
1169,Учтепинский,2,58.0,7,9,32000.0,29.0,8.285714285714286,0.7777777777777778
1170,Учтепинский,3,75.0,5,5,48000.0,25.0,15.0,1.0
1171,Учтепинский,2,48.0,5,5,29800.0,24.0,9.6,1.0
1172,Учтепинский,3,67.0,2,4,49500.0,22.333333333333332,33.5,0.5
1173,Учтепинский,2,50.0,2,4,33999.0,25.0,25.0,0.5
1174,Чиланзарский,3,140.0,4,5,175000.0,46.666666666666664,35.0,0.8
1175,Чиланзарский,2,47.0,4,4,32000.0,23.5,11.75,1.0
1176,Учтепинский,2,46.0,4,4,29500.0,23.0,11.5,1.0
1177,Учтепинский,2,38.0,4,4,31000.0,19.0,9.5,1.0
1178,Чиланзарский,2,47.0,4,4,32500.0,23.5,11.75,1.0
1179,Чиланзарский,2,45.0,4,4,35500.0,22.5,11.25,1.0
1180,Чиланзарский,3,65.0,4,4,42000.0,21.666666666666668,16.25,1.0
1181,Учтепинский,1,43.0,3,4,43800.0,43.0,14.333333333333334,0.75
1182,Чиланзарский,2,42.0,3,4,35500.0,21.0,14.0,0.75
1183,Учтепинский,2,54.0,3,5,37000.0,27.0,18.0,0.6
1184,Чиланзарский,2,60.0,5,9,63000.0,30.0,12.0,0.5555555555555556
1185,Учтепинский,3,80.0,4,9,53000.0,26.666666666666668,20.0,0.4444444444444444
1186,Чиланзарский,3,90.0,9,9,56000.0,30.0,10.0,1.0
1187,Учтепинский,4,80.0,3,4,75000.0,20.0,26.666666666666668,0.75
1188,Учтепинский,4,105.0,8,9,55000.0,26.25,13.125,0.8888888888888888
1189,Учтепинский,3,91.0,4,9,47000.0,30.333333333333332,22.75,0.4444444444444444
1190,Учтепинский,2,60.0,1,4,56000.0,30.0,60.0,0.25
1191,Шайхантахурский,2,58.0,2,4,49000.0,29.0,29.0,0.5
1192,Мирзо-Улугбекский,2,53.0,5,5,37000.0,26.5,10.6,1.0
1193,Учтепинский,2,48.0,3,4,34500.0,24.0,16.0,0.75
1194,Учтепинский,2,54.0,3,5,39000.0,27.0,18.0,0.6
1195,Учтепинский,1,43.0,9,9,24500.0,43.0,4.777777777777778,1.0
1196,Учтепинский,4,84.0,4,4,60000.0,21.0,21.0,1.0
1197,Учтепинский,2,47.0,2,4,31500.0,23.5,23.5,0.5
1198,Чиланзарский,2,50.0,2,4,30500.0,25.0,25.0,0.5
1199,Учтепинский,4,96.0,5,5,54000.0,24.0,19.2,1.0
1200,Чиланзарский,4,130.0,6,9,75000.0,32.5,21.666666666666668,0.6666666666666666
1201,Учтепинский,3,67.0,2,5,58000.0,22.333333333333332,33.5,0.4
1202,Учтепинский,3,92.0,4,4,55000.0,30.666666666666668,23.0,1.0
1203,Чиланзарский,2,46.0,2,4,35000.0,23.0,23.0,0.5
1204,Чиланзарский,2,43.0,2,4,32500.0,21.5,21.5,0.5
1205,Чиланзарский,2,44.0,1,4,36000.0,22.0,44.0,0.25
1206,Чиланзарский,1,30.0,4,4,27000.0,30.0,7.5,1.0
1207,Чиланзарский,3,55.0,4,4,48500.0,18.333333333333332,13.75,1.0
1208,Сергелийский,6,140.0,9,9,55000.0,23.333333333333332,15.555555555555555,1.0
1209,Учтепинский,4,80.0,3,5,71000.0,20.0,26.666666666666668,0.6
1210,Учтепинский,3,57.0,1,4,38500.0,19.0,57.0,0.25
1211,Учтепинский,2,48.0,2,5,30500.0,24.0,24.0,0.4
1212,Учтепинский,3,72.0,1,4,62000.0,24.0,72.0,0.25
1213,Учтепинский,3,72.0,5,5,40000.0,24.0,14.4,1.0
1214,Учтепинский,2,47.0,2,4,32000.0,23.5,23.5,0.5
1215,Учтепинский,2,52.0,4,4,39000.0,26.0,13.0,1.0
1216,Учтепинский,2,48.0,2,4,35500.0,24.0,24.0,0.5
1217,Учтепинский,1,40.0,1,4,23500.0,40.0,40.0,0.25
1218,Учтепинский,1,34.0,4,4,24000.0,34.0,8.5,1.0
1219,Чиланзарский,2,56.0,4,5,40000.0,28.0,14.0,0.8
1220,Чиланзарский,3,73.0,1,4,45000.0,24.333333333333332,73.0,0.25
1221,Чиланзарский,2,64.0,5,5,37000.0,32.0,12.8,1.0
1222,Чиланзарский,3,96.0,4,4,49000.0,32.0,24.0,1.0
1223,Чиланзарский,3,68.0,2,4,43000.0,22.666666666666668,34.0,0.5
1224,Чиланзарский,3,104.0,9,9,60000.0,34.666666666666664,11.555555555555555,1.0
1225,Учтепинский,3,72.0,3,5,58000.0,24.0,24.0,0.6
1226,Чиланзарский,2,58.0,4,4,32000.0,29.0,14.5,1.0
1227,Чиланзарский,3,66.0,1,3,50500.0,22.0,66.0,0.3333333333333333
1228,Мирабадский,3,68.0,4,5,43000.0,22.666666666666668,17.0,0.8
1229,Чиланзарский,3,65.0,5,5,51000.0,21.666666666666668,13.0,1.0
1230,Мирабадский,3,85.0,9,9,59800.0,28.333333333333332,9.444444444444445,1.0
1231,Чиланзарский,2,47.0,1,4,36000.0,23.5,47.0,0.25
1232,Чиланзарский,1,30.0,4,4,31000.0,30.0,7.5,1.0
1233,Чиланзарский,3,77.0,5,5,94000.0,25.666666666666668,15.4,1.0
1234,Чиланзарский,1,20.0,2,5,19000.0,20.0,10.0,0.4
1235,Чиланзарский,2,52.0,1,4,39500.0,26.0,52.0,0.25
1236,Учтепинский,4,112.0,1,3,90000.0,28.0,112.0,0.3333333333333333
1237,Чиланзарский,3,68.0,4,4,36000.0,22.666666666666668,17.0,1.0
1238,Чиланзарский,3,75.0,6,9,65000.0,25.0,12.5,0.6666666666666666
1239,Шайхантахурский,1,34.0,4,4,26000.0,34.0,8.5,1.0
1240,Учтепинский,1,34.0,4,4,23500.0,34.0,8.5,1.0
1241,Чиланзарский,1,17.0,5,9,12000.0,17.0,3.4,0.5555555555555556
1242,Учтепинский,1,22.0,4,4,15500.0,22.0,5.5,1.0
1243,Чиланзарский,1,30.0,4,5,25000.0,30.0,7.5,0.8
1244,Учтепинский,6,135.0,3,9,100000.0,22.5,45.0,0.3333333333333333
1245,Чиланзарский,4,84.0,4,4,62000.0,21.0,21.0,1.0
1246,Чиланзарский,4,80.0,4,4,55000.0,20.0,20.0,1.0
1247,Учтепинский,3,70.0,3,9,42000.0,23.333333333333332,23.333333333333332,0.3333333333333333
1248,Учтепинский,3,67.0,4,5,47000.0,22.333333333333332,16.75,0.8
1249,Учтепинский,3,68.0,2,4,45000.0,22.666666666666668,34.0,0.5
1250,Учтепинский,3,70.0,3,9,44000.0,23.333333333333332,23.333333333333332,0.3333333333333333
1251,Чиланзарский,2,50.0,4,4,34000.0,25.0,12.5,1.0
1252,Чиланзарский,2,45.0,4,4,37000.0,22.5,11.25,1.0
1253,Чиланзарский,4,100.0,9,9,48000.0,25.0,11.11111111111111,1.0
1254,Чиланзарский,2,47.0,4,4,28500.0,23.5,11.75,1.0
1255,Учтепинский,4,96.0,5,9,52500.0,24.0,19.2,0.5555555555555556
1256,Учтепинский,4,100.0,8,9,50000.0,25.0,12.5,0.8888888888888888
1257,Учтепинский,2,54.0,1,5,42000.0,27.0,54.0,0.2
1258,Чиланзарский,4,98.0,5,9,67000.0,24.5,19.6,0.5555555555555556
1259,Учтепинский,4,95.0,9,9,49000.0,23.75,10.555555555555555,1.0
1260,Учтепинский,3,71.0,3,9,52000.0,23.666666666666668,23.666666666666668,0.3333333333333333
1261,Учтепинский,4,90.0,3,5,62000.0,22.5,30.0,0.6
1262,Чиланзарский,4,102.0,5,5,70000.0,25.5,20.4,1.0
1263,Чиланзарский,3,65.0,4,4,47000.0,21.666666666666668,16.25,1.0
1264,Чиланзарский,5,120.0,1,4,87000.0,24.0,120.0,0.25
1265,Шайхантахурский,4,94.0,1,9,92000.0,23.5,94.0,0.1111111111111111
1266,Чиланзарский,4,160.0,9,9,85000.0,40.0,17.77777777777778,1.0
1267,Учтепинский,3,63.0,1,4,68998.0,21.0,63.0,0.25
1268,Учтепинский,2,48.0,5,5,27000.0,24.0,9.6,1.0
1269,Чиланзарский,2,42.0,4,4,31000.0,21.0,10.5,1.0
1270,Мирабадский,3,68.0,3,4,34000.0,22.666666666666668,22.666666666666668,0.75
1271,Учтепинский,1,35.0,1,4,41000.0,35.0,35.0,0.25
1272,Мирабадский,3,68.0,3,4,34000.0,22.666666666666668,22.666666666666668,0.75
1273,Олмазорский,2,59.6,6,9,32000.0,29.8,9.933333333333334,0.6666666666666666
1274,Чиланзарский,3,65.0,3,4,47500.0,21.666666666666668,21.666666666666668,0.75
1275,Яшнободский,1,40.0,2,4,22999.0,40.0,20.0,0.5
1276,Чиланзарский,1,27.0,3,3,19500.0,27.0,9.0,1.0
1277,Мирзо-Улугбекский,1,30.0,2,5,25200.0,30.0,15.0,0.4
1278,Мирзо-Улугбекский,4,96.0,1,5,88000.0,24.0,96.0,0.2
1279,Шайхантахурский,5,140.0,7,9,95000.0,28.0,20.0,0.7777777777777778
1280,Яшнободский,2,42.0,3,4,29600.0,21.0,14.0,0.75
1281,Учтепинский,4,100.0,9,9,52000.0,25.0,11.11111111111111,1.0
1282,Юнусабадский,4,125.0,8,8,150000.0,31.25,15.625,1.0
1283,Юнусабадский,1,38.0,5,5,23500.0,38.0,7.6,1.0
1284,Мирзо-Улугбекский,3,78.27,4,9,50670.0,26.09,19.5675,0.4444444444444444
1285,Мирабадский,4,90.0,5,5,43500.0,22.5,18.0,1.0
1286,Мирабадский,4,90.0,2,9,52000.0,22.5,45.0,0.2222222222222222
1287,Шайхантахурский,3,54.0,3,4,40000.0,18.0,18.0,0.75
1288,Юнусабадский,4,122.0,8,8,132000.0,30.5,15.25,1.0
1289,Чиланзарский,3,78.0,5,9,58000.0,26.0,15.6,0.5555555555555556
1290,Мирабадский,3,75.0,2,9,46000.0,25.0,37.5,0.2222222222222222
1291,Юнусабадский,4,135.0,2,5,130000.0,33.75,67.5,0.4
1292,Мирабадский,4,90.0,4,9,55000.0,22.5,22.5,0.4444444444444444
1293,Чиланзарский,3,75.0,4,4,49800.0,25.0,18.75,1.0
1294,Юнусабадский,3,65.5,1,4,55000.0,21.833333333333332,65.5,0.25
1295,Олмазорский,3,110.0,1,2,55000.0,36.666666666666664,110.0,0.5
1296,Мирабадский,3,68.0,1,4,39500.0,22.666666666666668,68.0,0.25
1297,Учтепинский,1,32.0,3,4,27000.0,32.0,10.666666666666666,0.75
1298,Мирабадский,2,52.0,2,4,35500.0,26.0,26.0,0.5
1299,Чиланзарский,2,65.0,4,9,45500.0,32.5,16.25,0.4444444444444444
1300,Учтепинский,2,50.0,1,5,34500.0,25.0,50.0,0.2
1301,Чиланзарский,1,28.0,4,4,23500.0,28.0,7.0,1.0
1302,Мирзо-Улугбекский,2,55.0,5,5,35000.0,27.5,11.0,1.0
1303,Мирзо-Улугбекский,2,50.0,5,5,35000.0,25.0,10.0,1.0
1304,Мирабадский,3,130.0,9,12,90000.0,43.333333333333336,14.444444444444445,0.75
1305,Учтепинский,4,84.0,3,5,63000.0,21.0,28.0,0.6
1306,Мирзо-Улугбекский,2,42.0,2,5,33500.0,21.0,21.0,0.4
1307,Чиланзарский,3,68.0,1,4,48000.0,22.666666666666668,68.0,0.25
1308,Юнусабадский,2,50.0,2,4,30500.0,25.0,25.0,0.5
1309,Яккасарайский,3,100.0,5,5,99000.0,33.333333333333336,20.0,1.0
1310,Мирзо-Улугбекский,3,83.0,5,8,110000.0,27.666666666666668,16.6,0.625
1311,Учтепинский,4,105.0,1,4,82000.0,26.25,105.0,0.25
1312,Мирзо-Улугбекский,4,80.0,2,4,70000.0,20.0,40.0,0.5
1313,Учтепинский,2,42.0,4,4,28500.0,21.0,10.5,1.0
1314,Шайхантахурский,3,103.0,2,8,63000.0,34.333333333333336,51.5,0.25
1315,Юнусабадский,5,110.0,9,9,58000.0,22.0,12.222222222222221,1.0
1316,Шайхантахурский,3,90.0,1,5,105000.0,30.0,90.0,0.2
1317,Чиланзарский,2,65.0,1,5,43000.0,32.5,65.0,0.2
1319,Яккасарайский,2,58.0,3,5,57500.0,29.0,19.333333333333332,0.6
1320,Мирзо-Улугбекский,2,62.0,8,9,51498.0,31.0,7.75,0.8888888888888888
1321,Яшнободский,2,62.0,2,7,53000.0,31.0,31.0,0.2857142857142857
1322,Мирзо-Улугбекский,2,57.0,3,5,36000.0,28.5,19.0,0.6
1323,Яккасарайский,1,42.0,2,5,36000.0,42.0,21.0,0.4
1324,Мирзо-Улугбекский,2,65.0,6,12,53500.0,32.5,10.833333333333334,0.5
1325,Мирзо-Улугбекский,2,48.36,4,9,31307.0,24.18,12.09,0.4444444444444444
1327,Чиланзарский,1,30.0,3,4,23000.0,30.0,10.0,0.75
1328,Учтепинский,3,67.0,3,4,39000.0,22.333333333333332,22.333333333333332,0.75
1329,Учтепинский,3,68.0,6,9,41500.0,22.666666666666668,11.333333333333334,0.6666666666666666
1330,Учтепинский,2,41.0,5,5,36000.0,20.5,8.2,1.0
1331,Учтепинский,4,138.0,2,4,95000.0,34.5,69.0,0.5
1332,Учтепинский,3,72.0,3,4,48000.0,24.0,24.0,0.75
1333,Учтепинский,2,70.0,1,4,78000.0,35.0,70.0,0.25
1334,Учтепинский,2,50.0,1,4,50000.0,25.0,50.0,0.25
1335,Учтепинский,3,77.0,4,4,47000.0,25.666666666666668,19.25,1.0
1336,Учтепинский,4,116.0,2,9,105000.0,29.0,58.0,0.2222222222222222
1337,Учтепинский,3,100.0,3,4,71000.0,33.333333333333336,33.333333333333336,0.75
1338,Учтепинский,2,70.0,1,4,49500.0,35.0,70.0,0.25
1339,Учтепинский,2,50.0,4,4,37000.0,25.0,12.5,1.0
1340,Учтепинский,3,65.0,1,5,47000.0,21.666666666666668,65.0,0.2
1341,Чиланзарский,2,41.0,4,4,31000.0,20.5,10.25,1.0
1342,Мирзо-Улугбекский,4,86.0,4,4,47000.0,21.5,21.5,1.0
1343,Мирзо-Улугбекский,2,62.0,4,12,53000.0,31.0,15.5,0.3333333333333333
1344,Мирзо-Улугбекский,3,76.0,2,5,48000.0,25.333333333333332,38.0,0.4
1345,Мирзо-Улугбекский,2,62.0,2,5,38000.0,31.0,31.0,0.4
1346,Мирзо-Улугбекский,3,73.0,4,5,41500.0,24.333333333333332,18.25,0.8
1347,Учтепинский,2,48.0,5,5,31000.0,24.0,9.6,1.0
1348,Чиланзарский,2,52.0,4,5,37000.0,26.0,13.0,0.8
1349,Учтепинский,4,80.0,1,4,80000.0,20.0,80.0,0.25
1350,Чиланзарский,2,45.0,2,5,43500.0,22.5,22.5,0.4
1351,Чиланзарский,2,50.0,3,5,36000.0,25.0,16.666666666666668,0.6
1352,Чиланзарский,2,47.0,2,5,39500.0,23.5,23.5,0.4
1353,Чиланзарский,4,100.0,1,4,100000.0,25.0,100.0,0.25
1354,Чиланзарский,2,54.0,5,5,36000.0,27.0,10.8,1.0
1355,Учтепинский,1,38.0,3,5,26500.0,38.0,12.666666666666666,0.6
1356,Учтепинский,4,78.0,2,4,52000.0,19.5,39.0,0.5
1357,Учтепинский,3,72.0,5,5,47500.0,24.0,14.4,1.0
1358,Учтепинский,4,80.0,2,5,55500.0,20.0,40.0,0.4
1359,Учтепинский,2,58.0,5,5,32000.0,29.0,11.6,1.0
1360,Чиланзарский,4,72.0,5,5,51000.0,18.0,14.4,1.0
1361,Чиланзарский,3,110.0,4,4,78500.0,36.666666666666664,27.5,1.0
1362,Чиланзарский,3,70.0,2,4,41000.0,23.333333333333332,35.0,0.5
1363,Чиланзарский,3,57.0,4,4,55000.0,19.0,14.25,1.0
1364,Чиланзарский,3,70.0,2,4,47500.0,23.333333333333332,35.0,0.5
1365,Чиланзарский,4,78.0,4,4,57000.0,19.5,19.5,1.0
1366,Учтепинский,2,49.0,1,4,46000.0,24.5,49.0,0.25
1367,Чиланзарский,3,93.0,5,9,83500.0,31.0,18.6,0.5555555555555556
1368,Чиланзарский,5,160.0,6,9,90000.0,32.0,26.666666666666668,0.6666666666666666
1369,Чиланзарский,3,92.0,7,9,52500.0,30.666666666666668,13.142857142857142,0.7777777777777778
1370,Чиланзарский,3,75.0,1,9,46000.0,25.0,75.0,0.1111111111111111
1371,Чиланзарский,4,105.0,8,9,50000.0,26.25,13.125,0.8888888888888888
1372,Учтепинский,3,75.0,3,4,51000.0,25.0,25.0,0.75
1373,Учтепинский,2,55.0,4,4,38000.0,27.5,13.75,1.0
1374,Учтепинский,4,102.0,5,12,53000.0,25.5,20.4,0.4166666666666667
1375,Чиланзарский,5,92.0,5,5,50000.0,18.4,18.4,1.0
1376,Яккасарайский,2,63.0,6,8,41000.0,31.5,10.5,0.75
1377,Юнусабадский,3,67.0,4,4,70000.0,22.333333333333332,16.75,1.0
1378,Учтепинский,3,68.0,5,9,40500.0,22.666666666666668,13.6,0.5555555555555556
1379,Чиланзарский,2,50.0,3,5,36000.0,25.0,16.666666666666668,0.6
1380,Чиланзарский,2,50.0,2,5,34500.0,25.0,25.0,0.4
1381,Чиланзарский,2,54.0,2,5,36000.0,27.0,27.0,0.4
1382,Юнусабадский,3,78.0,5,9,65000.0,26.0,15.6,0.5555555555555556
1383,Чиланзарский,2,50.0,3,5,35500.0,25.0,16.666666666666668,0.6
1384,Чиланзарский,2,54.0,2,5,36000.0,27.0,27.0,0.4
1385,Чиланзарский,4,110.0,3,4,105000.0,27.5,36.666666666666664,0.75
1386,Чиланзарский,3,82.0,3,9,63500.0,27.333333333333332,27.333333333333332,0.3333333333333333
1387,Чиланзарский,3,84.0,5,5,55000.0,28.0,16.8,1.0
1388,Учтепинский,2,42.0,4,5,31500.0,21.0,10.5,0.8
1389,Учтепинский,4,78.0,3,4,53500.0,19.5,26.0,0.75
1390,Чиланзарский,3,65.0,2,5,48000.0,21.666666666666668,32.5,0.4
1391,Чиланзарский,2,46.0,1,5,34500.0,23.0,46.0,0.2
1392,Чиланзарский,3,65.0,4,4,49000.0,21.666666666666668,16.25,1.0
1393,Учтепинский,2,47.0,1,4,42000.0,23.5,47.0,0.25
1394,Учтепинский,2,48.0,1,5,48000.0,24.0,48.0,0.2
1395,Учтепинский,4,75.0,3,4,61000.0,18.75,25.0,0.75
1396,Учтепинский,2,54.0,1,5,80000.0,27.0,54.0,0.2
1397,Чиланзарский,3,118.0,3,4,86000.0,39.333333333333336,39.333333333333336,0.75
1398,Чиланзарский,3,95.0,4,4,90000.0,31.666666666666668,23.75,1.0
1399,Чиланзарский,3,93.0,4,5,80000.0,31.0,23.25,0.8
1400,Чиланзарский,3,75.0,1,4,64000.0,25.0,75.0,0.25
1401,Учтепинский,4,93.0,8,9,52000.0,23.25,11.625,0.8888888888888888
1402,Учтепинский,3,70.0,1,9,60000.0,23.333333333333332,70.0,0.1111111111111111
1403,Учтепинский,3,60.0,2,4,44000.0,20.0,30.0,0.5
1404,Чиланзарский,3,68.0,4,4,35000.0,22.666666666666668,17.0,1.0
1405,Чиланзарский,2,60.0,9,9,32000.0,30.0,6.666666666666667,1.0
1406,Учтепинский,3,70.0,6,16,42000.0,23.333333333333332,11.666666666666666,0.375
1407,Яккасарайский,2,53.0,3,5,55500.0,26.5,17.666666666666668,0.6
1408,Шайхантахурский,6,150.0,2,9,150000.0,25.0,75.0,0.2222222222222222
1409,Шайхантахурский,4,95.0,1,4,110000.0,23.75,95.0,0.25
1410,Чиланзарский,2,48.0,2,4,36000.0,24.0,24.0,0.5
1411,Чиланзарский,2,56.0,4,4,39500.0,28.0,14.0,1.0
1412,Чиланзарский,2,54.0,2,5,36500.0,27.0,27.0,0.4
1413,Чиланзарский,2,50.0,3,5,35500.0,25.0,16.666666666666668,0.6
1414,Чиланзарский,2,60.0,4,5,38000.0,30.0,15.0,0.8
1415,Юнусабадский,1,41.37,1,4,47000.0,41.37,41.37,0.25
1416,Учтепинский,3,65.0,4,4,34000.0,21.666666666666668,16.25,1.0
1417,Учтепинский,1,38.0,3,4,25000.0,38.0,12.666666666666666,0.75
1418,Яшнободский,2,58.0,11,11,24921.0,29.0,5.2727272727272725,1.0
1419,Яшнободский,1,46.0,11,11,19765.0,46.0,4.181818181818182,1.0
1420,Мирзо-Улугбекский,3,94.0,16,23,118000.0,31.333333333333332,5.875,0.6956521739130435
1421,Чиланзарский,1,30.0,4,4,26300.0,30.0,7.5,1.0
1422,Яшнободский,2,70.0,4,5,103000.0,35.0,17.5,0.8
1423,Юнусабадский,3,72.0,2,9,59000.0,24.0,36.0,0.2222222222222222
1424,Мирзо-Улугбекский,2,60.0,6,9,34000.0,30.0,10.0,0.6666666666666666
1425,Учтепинский,2,60.0,1,4,47500.0,30.0,60.0,0.25
1426,Юнусабадский,4,100.0,3,4,123000.0,25.0,33.333333333333336,0.75
1427,Чиланзарский,3,103.0,4,4,160000.0,34.333333333333336,25.75,1.0
1428,Чиланзарский,4,120.0,5,5,110000.0,30.0,24.0,1.0
1429,Чиланзарский,4,83.0,2,2,40500.0,20.75,41.5,1.0
1430,Яккасарайский,3,72.0,3,5,47500.0,24.0,24.0,0.6
1431,Юнусабадский,3,78.0,4,4,55000.0,26.0,19.5,1.0
1432,Чиланзарский,2,50.0,2,5,42800.0,25.0,25.0,0.4
1434,Чиланзарский,1,20.0,3,5,16000.0,20.0,6.666666666666667,0.6
1435,Мирзо-Улугбекский,3,75.0,8,9,56000.0,25.0,9.375,0.8888888888888888
1436,Мирабадский,3,103.0,1,5,90000.0,34.333333333333336,103.0,0.2
1437,Учтепинский,4,90.0,2,5,54000.0,22.5,45.0,0.4
1438,Учтепинский,3,78.0,2,4,52500.0,26.0,39.0,0.5
1439,Учтепинский,2,49.0,1,4,31000.0,24.5,49.0,0.25
1440,Учтепинский,2,56.0,2,4,40000.0,28.0,28.0,0.5
1441,Чиланзарский,5,92.0,9,9,80000.0,18.4,10.222222222222221,1.0
1442,Чиланзарский,1,28.0,1,4,24000.0,28.0,28.0,0.25
1443,Чиланзарский,2,45.0,4,4,36000.0,22.5,11.25,1.0
1444,Чиланзарский,3,68.0,3,4,65000.0,22.666666666666668,22.666666666666668,0.75
1445,Чиланзарский,2,50.0,3,3,41000.0,25.0,16.666666666666668,1.0
1446,Чиланзарский,3,68.0,4,5,45000.0,22.666666666666668,17.0,0.8
1447,Чиланзарский,2,50.0,4,4,39800.0,25.0,12.5,1.0
1448,Чиланзарский,4,80.0,4,5,56000.0,20.0,20.0,0.8
1449,Чиланзарский,4,110.0,8,9,74500.0,27.5,13.75,0.8888888888888888
1450,Учтепинский,3,72.0,3,9,43500.0,24.0,24.0,0.3333333333333333
1451,Учтепинский,1,33.0,2,5,24500.0,33.0,16.5,0.4
1452,Чиланзарский,1,30.0,3,4,25500.0,30.0,10.0,0.75
1453,Чиланзарский,1,40.0,1,4,28500.0,40.0,40.0,0.25
1454,Учтепинский,3,70.0,5,5,44000.0,23.333333333333332,14.0,1.0
1455,Чиланзарский,3,67.0,2,4,42000.0,22.333333333333332,33.5,0.5
1456,Учтепинский,2,58.0,3,9,35000.0,29.0,19.333333333333332,0.3333333333333333
1457,Яшнободский,3,77.0,1,5,50000.0,25.666666666666668,77.0,0.2
1458,Учтепинский,2,52.0,8,9,65000.0,26.0,6.5,0.8888888888888888
1459,Учтепинский,2,60.0,5,5,36000.0,30.0,12.0,1.0
1460,Чиланзарский,2,42.0,1,4,33700.0,21.0,42.0,0.25
1461,Мирабадский,4,120.0,1,4,132000.0,30.0,120.0,0.25
1462,Мирзо-Улугбекский,2,65.0,5,9,76500.0,32.5,13.0,0.5555555555555556
1463,Учтепинский,2,42.0,1,4,33500.0,21.0,42.0,0.25
1464,Чиланзарский,3,100.0,6,9,78000.0,33.333333333333336,16.666666666666668,0.6666666666666666
1465,Чиланзарский,3,100.0,4,4,66500.0,33.333333333333336,25.0,1.0
1466,Чиланзарский,2,58.0,7,9,42000.0,29.0,8.285714285714286,0.7777777777777778
1467,Чиланзарский,3,72.0,2,9,46000.0,24.0,36.0,0.2222222222222222
1469,Чиланзарский,1,50.0,3,4,37000.0,50.0,16.666666666666668,0.75
1470,Чиланзарский,5,142.0,5,5,120000.0,28.4,28.4,1.0
1471,Шайхантахурский,3,72.0,8,9,55000.0,24.0,9.0,0.8888888888888888
1473,Мирабадский,2,60.0,3,4,49900.0,30.0,20.0,0.75
1474,Мирабадский,5,110.0,8,9,85000.0,22.0,13.75,0.8888888888888888
1475,Чиланзарский,2,40.0,4,4,30000.0,20.0,10.0,1.0
1476,Мирабадский,5,110.0,8,9,85000.0,22.0,13.75,0.8888888888888888
1477,Чиланзарский,2,40.0,4,4,30000.0,20.0,10.0,1.0
1478,Шайхантахурский,5,186.0,5,8,155000.0,37.2,37.2,0.625
1479,Шайхантахурский,4,186.0,5,8,155000.0,46.5,37.2,0.625
1480,Мирабадский,2,58.0,5,5,34000.0,29.0,11.6,1.0
1481,Чиланзарский,3,114.0,2,9,160000.0,38.0,57.0,0.2222222222222222
1482,Учтепинский,2,42.0,5,5,31500.0,21.0,8.4,1.0
1483,Чиланзарский,2,52.0,5,5,36000.0,26.0,10.4,1.0
1484,Мирзо-Улугбекский,4,86.0,2,5,80000.0,21.5,43.0,0.4
1485,Мирзо-Улугбекский,2,64.0,6,7,45000.0,32.0,10.666666666666666,0.8571428571428571
1486,Шайхантахурский,2,51.6,1,6,40000.0,25.8,51.6,0.16666666666666666
1487,Яккасарайский,2,68.0,6,8,45000.0,34.0,11.333333333333334,0.75
1488,Чиланзарский,2,64.0,8,12,53000.0,32.0,8.0,0.6666666666666666
1489,Олмазорский,3,66.0,5,5,42000.0,22.0,13.2,1.0
1490,Чиланзарский,2,61.0,3,9,62000.0,30.5,20.333333333333332,0.3333333333333333
1491,Учтепинский,2,68.0,16,16,45000.0,34.0,4.25,1.0
1492,Учтепинский,2,63.0,2,9,42000.0,31.5,31.5,0.2222222222222222
1493,Учтепинский,2,46.0,2,4,32000.0,23.0,23.0,0.5
1494,Чиланзарский,2,48.0,1,4,32500.0,24.0,48.0,0.25
1495,Чиланзарский,2,46.0,3,4,42000.0,23.0,15.333333333333334,0.75
1496,Чиланзарский,2,62.0,2,4,70000.0,31.0,31.0,0.5
1497,Чиланзарский,2,65.0,2,12,65000.0,32.5,32.5,0.16666666666666666
1498,Учтепинский,1,44.0,7,16,31000.0,44.0,6.285714285714286,0.4375
1499,Чиланзарский,1,34.0,2,4,25500.0,34.0,17.0,0.5
1500,Яшнободский,4,82.0,4,4,45000.0,20.5,20.5,1.0
1501,Учтепинский,3,100.0,3,4,71000.0,33.333333333333336,33.333333333333336,0.75
1502,Мирзо-Улугбекский,2,40.0,1,3,26000.0,20.0,40.0,0.3333333333333333
1503,Мирзо-Улугбекский,1,25.0,3,4,21500.0,25.0,8.333333333333334,0.75
1504,Яккасарайский,1,40.0,5,5,30000.0,40.0,8.0,1.0
1505,Мирзо-Улугбекский,2,50.0,1,4,30000.0,25.0,50.0,0.25
1506,Мирзо-Улугбекский,5,125.0,5,5,107000.0,25.0,25.0,1.0
1507,Мирзо-Улугбекский,3,80.0,5,5,39000.0,26.666666666666668,16.0,1.0
